   16.5068   14.4504    5.4500    5.4043    0.8115    0.9675    0.4249    0.5147
   16.6476   14.4405    5.4991    5.2807    0.8023    0.9417    0.4164    0.5160
   16.9099   14.4480    5.4234    5.2452    0.8243    0.9173    0.4126    0.5038
   16.7701   14.2296    5.4284    5.2792    0.8155    0.9204    0.4022    0.4922
   16.7302   14.1281    5.5686    5.2850    0.7964    0.9034    0.4166    0.4801
   16.7691   14.0738    5.6676    5.2239    0.7782    0.8833    0.4184    0.4725
   16.6361   13.9811    5.5842    5.2194    0.7714    0.8674    0.4170    0.4614
   16.3662   14.0305    5.5600    5.2133    0.8005    0.8489    0.4081    0.4508
   16.4026   13.8707    5.5865    5.3039    0.7834    0.8451    0.3998    0.4499
   16.2146   13.7028    5.5675    5.2305    0.7889    0.8434    0.3915    0.4461
   16.2592   13.7583    5.6040    5.1768    0.7732    0.8272    0.3848    0.4398
   16.1954   14.1572    5.6059    5.1980    0.7596    0.9027    0.3767    0.4310
   15.9835   14.1243    5.6323    5.1737    0.7735    0.8847    0.3699    0.4229
   15.9543   14.2130    5.5892    5.3528    0.7585    0.8713    0.3650    0.4514
   15.8706   14.3075    5.5895    5.2484    0.7481    0.8593    0.3577    0.4546
   15.8381   14.3786    5.5039    5.2645    0.7343    0.8456    0.3611    0.4461
   15.6688   14.5311    5.4769    5.3851    0.7400    0.8434    0.3552    0.4539
   15.6202   14.4227    5.5105    5.3675    0.7278    0.8347    0.3502    0.4458
   15.5909   14.4480    5.5401    5.3540    0.7150    0.8198    0.3450    0.4378
   15.6344   14.6114    5.6258    5.3828    0.7035    0.8214    0.3495    0.4309
   15.6037   14.6928    5.6494    5.3375    0.6917    0.8110    0.3441    0.4256
   15.3714   14.7564    5.6154    5.3524    0.7182    0.7994    0.3398    0.4185
   15.3643   14.6006    5.6278    5.3301    0.7060    0.8010    0.3343    0.4120
   15.2202   14.4586    5.7630    5.3245    0.7089    0.8003    0.3554    0.4051
   15.1951   14.7553    5.7738    5.3108    0.6977    0.8411    0.3496    0.3986
   15.3894   14.6121    5.7188    5.3315    0.7133    0.8397    0.3483    0.3927
   15.2432   14.5356    5.7409    5.3580    0.7169    0.8298    0.3435    0.3873
   15.2380   14.4840    5.7076    5.3515    0.7057    0.8184    0.3397    0.3813
   15.1822   14.5487    5.7101    5.3192    0.6970    0.8083    0.3344    0.3767
   15.1966   14.6807    5.6592    5.3246    0.6865    0.8068    0.3332    0.3710
   15.3677   14.6109    5.7582    5.3731    0.6974    0.7978    0.3428    0.3687
   15.3543   14.7801    5.7909    5.3464    0.6872    0.8039    0.3393    0.3642
   15.2970   14.8438    5.8052    5.3336    0.6796    0.7948    0.3347    0.3591
   15.2291   14.7791    5.8159    5.3170    0.6733    0.7860    0.3300    0.3543
   15.4305   14.8526    5.7752    5.3317    0.6936    0.7783    0.3279    0.3496
   15.3063   15.0125    5.7696    5.2791    0.6951    0.7839    0.3234    0.3487
   15.2091   15.1226    5.7725    5.2399    0.6924    0.7809    0.3189    0.3461
   15.1538   15.1738    5.7353    5.2560    0.6852    0.7720    0.3168    0.3418
   15.2890   15.1777    5.8008    5.3073    0.6894    0.7616    0.3193    0.3411
   15.3841   15.1298    5.7720    5.3174    0.6869    0.7531    0.3164    0.3367
   15.3314   15.0920    5.7308    5.3359    0.6799    0.7442    0.3150    0.3328
   15.3710   14.9849    5.7123    5.3618    0.6723    0.7423    0.3115    0.3296
   15.3817   15.0739    5.7593    5.3292    0.6638    0.7383    0.3111    0.3270
   15.5415   14.9058    5.7379    5.4086    0.6747    0.7481    0.3079    0.3325
   15.5184   14.9605    5.6828    5.3897    0.6667    0.7408    0.3090    0.3289
   15.6418   14.9101    5.6383    5.4041    0.6700    0.7335    0.3085    0.3252
   15.5952   14.8194    5.6612    5.3760    0.6635    0.7303    0.3056    0.3225
   15.5844   14.8283    5.6277    5.3830    0.6557    0.7216    0.3038    0.3187
   15.5140   14.9006    5.6946    5.3604    0.6517    0.7167    0.3076    0.3157
   15.5823   14.9274    5.6481    5.3319    0.6477    0.7088    0.3075    0.3133
   15.6133   14.8709    5.6227    5.3100    0.6410    0.7029    0.3050    0.3105
   15.5443   14.9856    5.6208    5.3216    0.6374    0.7043    0.3015    0.3072
   15.5264   14.9979    5.5740    5.2863    0.6304    0.6964    0.3018    0.3057
   15.5758   14.9591    5.5943    5.3732    0.6253    0.6897    0.2991    0.3145
   15.6591   14.9402    5.5906    5.3881    0.6240    0.6824    0.2958    0.3114
   15.6298   14.8793    5.6311    5.3670    0.6179    0.6777    0.2954    0.3087
   15.6111   14.9061    5.6455    5.3548    0.6115    0.6709    0.2925    0.3056
   15.6699   14.8644    5.6562    5.3681    0.6078    0.6650    0.2896    0.3027
   15.5898   14.7373    5.6276    5.3580    0.6067    0.6701    0.2880    0.2996
   15.4685   14.7929    5.6344    5.3774    0.6125    0.6654    0.2850    0.2971
   15.5184   14.7637    5.6608    5.3973    0.6082    0.6592    0.2833    0.2947
   15.4047   14.7087    5.6462    5.3734    0.6126    0.6547    0.2808    0.2927
   15.3986   14.8097    5.6054    5.3382    0.6064    0.6559    0.2809    0.2918
   15.4286   14.7945    5.5722    5.3575    0.6010    0.6495    0.2801    0.2896
